Word,Tooltip Tip,Glossary Link,File Name
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-onelogin-as-saml-identity-provider.mdx
identity provider,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=identity+provider,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-onelogin-as-saml-identity-provider.mdx
Audience,"Audience: Unique identifier of the audience for an issued token. Named aud in a token, its value contains the ID of either an application (Client ID) for an ID Token or an API (API Identifier) for an Access Token.",/docs/glossary?term=Audience,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-onelogin-as-saml-identity-provider.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-onelogin-as-saml-identity-provider.mdx
single sign-on,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=single+sign-on,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-pingfederate-as-saml-identity-provider.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-pingfederate-as-saml-identity-provider.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-pingfederate-as-saml-identity-provider.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-siteminder-as-saml-identity-provider.mdx
identity provider,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=identity+provider,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-siteminder-as-saml-identity-provider.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-ssocircle-as-saml-identity-provider.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-ssocircle-as-saml-identity-provider.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-ssocircle-as-saml-identity-provider.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-adfs-saml-connections.mdx
relying party,Relying Party: Entity (such as a service or application) that depends on a third-party identity provider to authenticate a user.,/docs/glossary?term=relying+party,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-adfs-saml-connections.mdx
Custom domain,"Custom Domain: Third-party domain with a specialized, or vanity, name.",/docs/glossary?term=Custom+domain,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-adfs-saml-connections.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/authenticate/protocols/saml/saml-sso-integrations/configure-auth0-saml-service-provider/configure-adfs-saml-connections.mdx
authorization server,"Authorization Server: Centralized server that contributes to defining the boundaries of a user’s access. For example, your authorization server can control the data, tasks, and features available to a user.",/docs/glossary?term=authorization+server,docs/authenticate/login/universal-vs-embedded-login.mdx
Universal Login,"Universal Login: Your application redirects to Universal Login, hosted on Auth0",N/A,docs/authenticate/login/universal-vs-embedded-login.mdx
ID token,"ID Token: Credential meant for the client itself, rather than for accessing a resource.",/docs/glossary?term=ID+token,docs/authenticate/login/universal-vs-embedded-login.mdx
access token,"ID Token: Credential meant for the client itself, rather than for accessing a resource.",/docs/glossary?term=access+token,docs/authenticate/login/universal-vs-embedded-login.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/authenticate/login/logout.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/authenticate/login/oidc-conformant-authentication.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/authenticate/login/oidc-conformant-authentication.mdx
JWT,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=JWT,docs/authenticate/login/oidc-conformant-authentication.mdx
access token,JSON Web Token (JWT): Standard ID Token format (and often Access Token format) used to represent claims securely between two parties.,/docs/glossary?term=access+token,docs/authenticate/login/oidc-conformant-authentication.mdx
ID tokens,"ID Token: Credential meant for the client itself, rather than for accessing a resource.",/docs/glossary?term=ID+tokens,docs/authenticate/login/oidc-conformant-authentication.mdx
Refresh tokens,Refresh Token: Token used to obtain a renewed Access Token without forcing users to log in again.,/docs/glossary?term=Refresh+tokens,docs/authenticate/login/oidc-conformant-authentication.mdx
refresh token rotation,"Refresh Token Rotation: Strategy of frequently replacing refresh tokens to minimize vulnerability. With refresh token rotation, every time your application exchanges a refresh token to get a new access token, Auth0 also returns a new refresh token.",/docs/glossary?term=refresh+token+rotation,docs/authenticate/login/oidc-conformant-authentication.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/authenticate/login/oidc-conformant-authentication.mdx
Universal Login,"Universal Login: Your application redirects to Universal Login, hosted on Auth0",N/A,docs/authenticate/login/oidc-conformant-authentication.mdx
authorization server,"Authorization Server: Centralized server that contributes to defining the boundaries of a user’s access. For example, your authorization server can control the data, tasks, and features available to a user.",/docs/glossary?term=authorization+server,docs/authenticate/login/configure-silent-authentication.mdx
MFA,"Authorization Server: Centralized server that contributes to defining the boundaries of a user’s access. For example, your authorization server can control the data, tasks, and features available to a user.",/docs/glossary?term=MFA,docs/authenticate/login/configure-silent-authentication.mdx
Single Sign-on,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=Single+Sign-on,docs/authenticate/login/configure-silent-authentication.mdx
Access Tokens,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Tokens,docs/authenticate/login/configure-silent-authentication.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/authenticate/login/configure-silent-authentication.mdx
Passwordless,Passwordless: Form of authentication that does not rely on a password as the first factor.,/docs/glossary?term=Passwordless,docs/authenticate/login/embedded-login.mdx
Single Sign-on,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=Single+Sign-on,docs/authenticate/login/cross-origin-authentication.mdx
IdPs,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=IdPs,docs/authenticate/login/cross-origin-authentication.mdx
OpenID,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OpenID,docs/authenticate/login/cross-origin-authentication.mdx
SAML,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=SAML,docs/authenticate/login/cross-origin-authentication.mdx
OAuth 2.0,Token Endpoint: Endpoint on the Authorization Server that is used to programmatically request tokens.,/docs/glossary?term=OAuth+2.0,docs/authenticate/login/cross-origin-authentication.mdx
